ID,Species-Id-Mets-Score,Species-Id-Mets-Rank,Species-All-Mets-Score,Species-All-Mets-Rank,Enzymes-Id-Mets-Score,Enzymes-Id-Mets-Rank,Enzymes-All-Mets-Score,Enzymes-All-Mets-Rank
C8-pos_Cluster_2273,,,0.2088,4968,,,0.1886,8793
C8-pos_Cluster_2274,,,0.2227,3948,,,0.2083,7442
C8-pos_Cluster_2275,,,0.4318,121,,,0.265,3968
C8-pos_Cluster_2276,,,0.2269,3673,,,0.2656,3942
C55:3 TAG*,0.246,602,0.1717,7780,0.2645,1939,0.2295,5978
C8-pos_Cluster_2278,,,0.196,5978,,,0.2589,4261
C8-pos_Cluster_2279,,,0.2346,3189,,,0.2817,3257
C8-pos_Cluster_2280,,,0.1948,6079,,,0.2015,7889
C8-pos_Cluster_2281,,,0.2635,1963,,,0.2141,7029
C8-pos_Cluster_2282,,,0.2568,2178,,,0.1852,9062
C8-pos_Cluster_2283,,,0.2996,1087,,,0.2252,6258
C55:2 TAG*,0.2715,516,0.1703,7863,0.2813,1621,0.2223,6444
C8-pos_Cluster_2285,,,0.2132,4628,,,0.1824,9254
C56:6 TAG*,0.2874,456,0.2004,5612,0.267,1892,0.2434,5132
C8-pos_Cluster_2287,,,0.1902,6472,,,0.1793,9473
C8-pos_Cluster_2288,,,0.2227,3949,,,0.2011,7917
C8-pos_Cluster_2289,,,0.2445,2684,,,0.2096,7346
C8-pos_Cluster_2290,,,0.1953,6034,,,0.2873,3023
C8-pos_Cluster_2291,,,0.3755,323,,,0.3065,2334
C8-pos_Cluster_2292,,,0.2072,5067,,,0.1552,10567
C56:7 TAG,0.3047,378,0.2103,4842,0.2977,1358,0.2196,6626
Triacylglycerols,,,0.201,5551,,,0.2287,6048
C8-pos_Cluster_2295,,,0.1843,6936,,,0.2446,5057
C8-pos_Cluster_2296,,,0.1953,6035,,,0.3045,2405
C56:4 TAG*,0.3003,398,0.248,2532,0.2982,1354,0.2505,4716
C8-pos_Cluster_2298,,,0.2117,4730,,,0.2259,6219
C8-pos_Cluster_2299,,,0.1963,5952,,,0.1741,9767
C56:6 TAG,0.3092,354,0.1983,5785,0.2503,2145,0.1976,8166
C8-pos_Cluster_2301,,,0.1951,6052,,,0.1804,9399
C8-pos_Cluster_2302,,,0.2164,4374,,,0.2194,6638
C56:3 TAG*,0.4042,102,0.2362,3092,0.3161,1017,0.2529,4593
C56:5 TAG,0.2775,495,0.2108,4797,0.279,1670,0.2641,4011
C8-pos_Cluster_2305,,,0.2129,4646,,,0.316,2039
C56:2 TAG*,0.2759,501,0.2023,5442,0.2679,1871,0.2352,5616
C56:4 TAG,0.3614,181,0.2702,1754,0.3784,346,0.2553,4474
C56:1 TAG*,0.2786,491,0.1889,6554,0.3421,718,0.3019,2480
C8-pos_Cluster_2309,,,0.1731,7707,,,0.1862,8989
C8-pos_Cluster_2310,,,0.1667,8095,,,0.2661,3917
C56:3 TAG,0.3188,315,0.2252,3767,0.2975,1365,0.2654,3949
Glycosyldiacylglycerols,,,0.2375,3030,,,0.1896,8727
C56:2 TAG,0.3005,397,0.2019,5471,0.3047,1242,0.2409,5261
C8-pos_Cluster_2314,,,0.233,3291,,,0.1663,10170
C8-pos_Cluster_2315,,,0.2314,3396,,,0.2191,6657
C8-pos_Cluster_2316,,,0.2465,2597,,,0.1708,9943
C8-pos_Cluster_2317,,,0.1949,6070,,,0.2093,7369
C8-pos_Cluster_2318,,,0.1406,8880,,,0.238,5441
C56:1 TAG,0.3055,371,0.2107,4805,0.2589,2035,0.2222,6449
C8-pos_Cluster_2320,,,0.2617,2023,,,0.2071,7514
Sphingolipids,,,0.3171,810,,,0.3015,2489
C8-pos_Cluster_2322,,,0.2056,5186,,,0.2425,5176
C8-pos_Cluster_2323,,,0.2634,1966,,,0.1891,8753
C8-pos_Cluster_2324,,,0.1869,6713,,,0.2569,4376
Triacylglycerols,,,0.2336,3253,,,0.2273,6127
C8-pos_Cluster_2326,,,0.2794,1497,,,0.2778,3420
C8-pos_Cluster_2327,,,0.2282,3594,,,0.3322,1600
Sphingolipids,,,0.2291,3532,,,0.2852,3102
C8-pos_Cluster_2329,,,0.2422,2795,,,0.1634,10283
C8-pos_Cluster_2330,,,0.1907,6416,,,0.2771,3450
C8-pos_Cluster_2331,,,0.1704,7855,,,0.2053,7620
C8-pos_Cluster_2332,,,0.2157,4426,,,0.2255,6241
C8-pos_Cluster_2333,,,0.1729,7725,,,0.2245,6305
C8-pos_Cluster_2334,,,0.3792,302,,,0.221,6532
C8-pos_Cluster_2335,,,0.1665,8111,,,0.211,7238
C8-pos_Cluster_2336,,,0.186,6794,,,0.2705,3728
C8-pos_Cluster_2337,,,0.2259,3721,,,0.2009,7938
O-methylated flavonoids,,,0.4102,175,,,0.2403,5290
C8-pos_Cluster_2339,,,0.1849,6893,,,0.2256,6234
C8-pos_Cluster_2340,,,0.2334,3265,,,0.1945,8392
C58:7 TAG,0.4228,86,0.2396,2917,0.3315,839,0.1853,9057
C8-pos_Cluster_2342,,,0.2123,4688,,,0.2231,6383
C8-pos_Cluster_2343,,,0.3159,821,,,0.2576,4333
C8-pos_Cluster_2344,,,0.1895,6512,,,0.3098,2208
C58:6 TAG,0.3092,353,0.2133,4612,0.2918,1453,0.2552,4476
C8-pos_Cluster_2346,,,0.205,5233,,,0.1903,8676
C8-pos_Cluster_2347,,,0.1918,6314,,,0.178,9552
Triacylglycerols,,,0.2394,2926,,,0.229,6019
C8-pos_Cluster_2349,,,0.2221,3979,,,0.2323,5788
C8-pos_Cluster_2350,,,0.2143,4523,,,0.1611,10378
Triacylglycerols,,,0.2041,5292,,,0.2531,4588
C8-pos_Cluster_2352,,,0.1969,5897,,,0.2634,4044
C8-pos_Cluster_2353,,,0.2071,5075,,,0.2329,5756
Triacylglycerols,,,0.1857,6823,,,0.24,5308
C8-pos_Cluster_2355,,,0.2186,4229,,,0.1695,10018
Triacylglycerols,,,0.2049,5240,,,0.2703,3736
C8-pos_Cluster_2357,,,0.2197,4164,,,0.1843,9134
C8-pos_Cluster_2358,,,0.2288,3549,,,0.1616,10355
Triacylglycerols,,,0.2182,4261,,,0.259,4254
Sphingolipids,,,0.2618,2020,,,0.3788,601
C8-pos_Cluster_2361,,,0.2557,2210,,,0.2732,3613
C8-pos_Cluster_2362,,,0.194,6156,,,0.276,3489
Sphingolipids,,,0.239,2951,,,0.2808,3304
C8-pos_Cluster_2364,,,0.1698,7896,,,0.2101,7313
Sphingolipids,,,0.2275,3636,,,0.2508,4694
C8-pos_Cluster_2366,,,0.1749,7606,,,0.1725,9850
C8-pos_Cluster_2367,,,0.2716,1702,,,0.286,3066
C8-pos_Cluster_2368,,,0.2218,4011,,,0.2873,3028
C8-pos_Cluster_2369,,,0.1721,7766,,,0.2375,5471
C8-pos_Cluster_2370,,,0.1909,6388,,,0.2328,5761
C8-pos_Cluster_2371,,,0.1794,7290,,,0.2272,6136
C8-pos_Cluster_2372,,,0.1979,5826,,,0.2316,5843
C8-pos_Cluster_2373,,,0.184,6958,,,0.2301,5947
C8-pos_Cluster_2374,,,0.2446,2674,,,0.2703,3737
C8-pos_Cluster_2375,,,0.2064,5126,,,0.1881,8825
C8-pos_Cluster_2376,,,0.2086,4980,,,0.3144,2083
Steroid acids,,,0.3155,829,,,0.3536,1105
C8-pos_Cluster_2378,,,0.3082,938,,,0.2642,4002
C8-pos_Cluster_2379,,,0.1618,8326,,,0.2707,3720
C8-pos_Cluster_2380,,,0.2386,2967,,,0.1941,8416
C8-pos_Cluster_2381,,,0.1739,7665,,,0.2959,2718
Triacylglycerols,,,0.212,4710,,,0.2903,2908
C8-pos_Cluster_2383,,,0.1949,6071,,,0.2534,4571
Triterpenoids,,,0.2412,2843,,,0.1994,8034
C8-pos_Cluster_2385,,,0.1899,6488,,,0.2376,5463
C8-pos_Cluster_2386,,,0.2108,4798,,,0.1986,8090
C8-pos_Cluster_2387,,,0.2172,4323,,,0.2054,7613
C8-pos_Cluster_2388,,,0.205,5234,,,0.2116,7203
C8-pos_Cluster_2389,,,0.2766,1567,,,0.2873,3025
C8-pos_Cluster_2390,,,0.2841,1393,,,0.3846,535
Triacylglycerols,,,0.2272,3650,,,0.2754,3518
M-benzoquinones,,,0.2572,2162,,,0.2703,3738
C8-pos_Cluster_2393,,,0.1943,6123,,,0.1746,9733
C8-pos_Cluster_2394,,,0.1883,6600,,,0.2945,2756
Triacylglycerols,,,0.2132,4629,,,0.3097,2210
Sphingolipids,,,0.2922,1218,,,0.3492,1209
C8-pos_Cluster_2397,,,0.1577,8481,,,0.1727,9840
Triacylglycerols,,,0.2209,4069,,,0.2023,7830
Sphingolipids,,,0.2621,2014,,,0.346,1264
C8-pos_Cluster_2400,,,0.2551,2242,,,0.2669,3879
C8-pos_Cluster_2401,,,0.1805,7205,,,0.1677,10114
C8-pos_Cluster_2402,,,0.2026,5408,,,0.1687,10058
C8-pos_Cluster_2403,,,0.186,6795,,,0.1859,9013
C8-pos_Cluster_2404,,,0.206,5158,,,0.2648,3976
C8-pos_Cluster_2405,,,0.1798,7260,,,0.1812,9345
C8-pos_Cluster_2406,,,0.1979,5827,,,0.1778,9568
C8-pos_Cluster_2407,,,0.1934,6197,,,0.2897,2930
C8-pos_Cluster_2408,,,0.2092,4942,,,0.2711,3703
C8-pos_Cluster_2409,,,0.1926,6248,,,0.2724,3648
C8-pos_Cluster_2410,,,0.2472,2575,,,0.2241,6327
C8-pos_Cluster_2411,,,0.2421,2801,,,0.1967,8242
C8-pos_Cluster_2412,,,0.1791,7311,,,0.3597,904
C8-pos_Cluster_2413,,,0.2066,5112,,,0.1782,9542
Triterpenoids,,,0.2325,3327,,,0.1869,8925
C8-pos_Cluster_2415,,,0.3346,625,,,0.4226,288
C8-pos_Cluster_2416,,,0.2195,4178,,,0.2383,5415
C8-pos_Cluster_2417,,,0.1885,6588,,,0.1761,9668
C8-pos_Cluster_2418,,,0.2061,5152,,,0.1627,10305
C8-pos_Cluster_2419,,,0.1934,6198,,,0.2509,4688
C8-pos_Cluster_2420,,,0.3056,988,,,0.3381,1441
C8-pos_Cluster_2421,,,0.1908,6405,,,0.2707,3721
C8-pos_Cluster_2422,,,0.1795,7284,,,0.2479,4862
C8-pos_Cluster_2423,,,0.2404,2886,,,0.2826,3209
C8-pos_Cluster_2424,,,0.16,8391,,,0.1746,9734
C8-pos_Cluster_2425,,,0.2468,2585,,,0.1921,8559
Flavonoids,,,0.2401,2895,,,0.2195,6633
C8-pos_Cluster_2427,,,0.2305,3461,,,0.2397,5329
C8-pos_Cluster_2428,,,0.2053,5213,,,0.1794,9467
C8-pos_Cluster_2429,,,0.2155,4442,,,0.2473,4895
Sphingolipids,,,0.2183,4249,,,0.2114,7208
C8-pos_Cluster_2431,,,0.2327,3306,,,0.2037,7735
C8-pos_Cluster_2432,,,0.1898,6494,,,0.1599,10423
C8-pos_Cluster_2433,,,0.1846,6915,,,0.2017,7876
C8-pos_Cluster_2434,,,0.1852,6868,,,0.3015,2490
C8-pos_Cluster_2435,,,0.2127,4664,,,0.2725,3642
C8-pos_Cluster_2436,,,0.2245,3810,,,0.1653,10211
C8-pos_Cluster_2437,,,0.231,3418,,,0.1999,8004
Sphingolipids,,,0.2923,1216,,,0.2621,4111
C8-pos_Cluster_2439,,,0.2285,3565,,,0.2021,7843
Carbonyl compounds,,,0.2369,3060,,,0.2528,4600
Acrylic acids and derivatives,,,0.214,4556,,,0.2264,6189
propionate,0.351,209,0.1922,6277,0.5589,28,0.4192,309
Carboxylic acid derivatives,,,0.2279,3615,,,0.1609,10386
Carboxylic acids,,,0.2285,3570,,,0.2491,4799
Straight chain fatty acids,,,0.1805,7200,,,0.2273,6130
Gamma butyrolactones,,,0.158,8469,,,0.2037,7736
1,3-dicarbonyl compounds,,,0.1911,6370,,,0.2525,4619
1,3-dicarbonyl compounds,,,0.362,395,,,0.2163,6855
Alpha-keto acids and derivatives,,,0.1863,6770,,,0.1858,9021
Carboxylic acid derivatives,,,0.1668,8087,,,0.3316,1612
Carboxylic acid derivatives,,,0.2074,5049,,,0.2139,7040
butyrate / isobutytare*,0.3578,191,0.211,4782,0.5015,64,0.3825,560
Carboximidic acids and derivatives,,,0.1261,8999,,,0.1677,10115
alanine,0.169,666,0.1328,8967,0.2587,2047,0.19,8703
oxalate,0.3784,143,0.2413,2841,0.2987,1345,0.1865,8960
Hydroxy acids and derivatives,,,0.199,5732,,,0.1979,8140
Hydroxy acids and derivatives,,,0.2892,1285,,,0.2835,3172
Carboxylic acids,,,0.2219,4001,,,0.2659,3923
lactate,0.4632,56,0.2536,2305,0.6114,11,0.4565,181
Toluenes,,,0.1506,8663,,,0.3704,689
Pyrazines,,,0.1431,8829,,,0.1653,10212
Dihydrofurans,,,0.1713,7804,,,0.2126,7122
HILIC-neg_Cluster_0024,,,0.1908,6406,,,0.2918,2851
Gamma butyrolactones,,,0.2176,4300,,,0.1818,9299
Gamma butyrolactones,,,0.2158,4418,,,0.1891,8754
Alpha amino acids,,,0.1848,6904,,,0.2108,7260
Short-chain keto acids and derivatives,,,0.2326,3311,,,0.2025,7813
Dicarboxylic acids and derivatives,,,0.2539,2290,,,0.2122,7151
methylbutyric aid / valeric / isovaleric*,0.2459,603,0.1546,8571,0.4017,263,0.2608,4159
Amino acids, peptides, and analogues,,,0.1604,8375,,,0.1583,10469
2-aminobutyric acid,0.2737,508,0.1986,5760,0.3846,323,0.2288,6038
malonate,0.4426,69,0.285,1373,0.3444,697,0.199,8059
alpha-hydroxybutyrate,0.4137,95,0.2694,1777,0.6383,9,0.4124,339
serine,0.182,661,0.1215,9010,0.2004,2571,0.1443,10777
glycerate,0.3931,119,0.2668,1865,0.2637,1953,0.2249,6279
HILIC-neg_Cluster_0037,,,0.1382,8913,,,0.2019,7857
Phenol ethers,,,0.1968,5908,,,0.1944,8399
Aryl-aldehydes,,,0.2592,2100,,,0.2221,6456
pyrocatechol,0.3251,294,0.1687,7974,0.5233,45,0.3757,627
Aryl alkyl ketones,,,0.1681,8019,,,0.346,1265
Aryl alkyl ketones,,,0.1814,7137,,,0.2267,6167
HILIC-neg_Cluster_0043,,,0.2539,2291,,,0.2123,7140
HILIC-neg_Cluster_0044,,,0.1716,7788,,,0.1957,8315
Organic phosphoric acids and derivatives,,,0.1241,9005,,,0.1318,10888
HILIC-neg_Cluster_0046,,,0.2456,2630,,,0.1806,9380
HILIC-neg_Cluster_0047,,,0.1572,8494,,,0.1663,10169
Azoles,,,0.1623,8308,,,0.1843,9135
uracil,0.3222,304,0.2084,4998,0.3357,792,0.1784,9532
Amino acids, peptides, and analogues,,,0.3561,430,,,0.3325,1589
Dihydrofurans,,,0.215,4471,,,0.1945,8389
Keto acids and derivatives,,,0.1982,5801,,,0.2742,3572
Keto acids and derivatives,,,0.1929,6227,,,0.2822,3228
Dihydrofurans,,,0.2119,4714,,,0.2142,7014
Dihydrofurans,,,0.3818,292,,,0.2096,7347
Keto acids and derivatives,,,0.2408,2871,,,0.2375,5472
Keto acids and derivatives,,,0.1707,7836,,,0.267,3878
Amino acids, peptides, and analogues,,,0.1502,8677,,,0.1574,10497
proline,0.2002,652,0.1308,8974,0.3618,458,0.2825,3215
Dicarboxylic acids and derivatives,,,0.1295,8979,,,0.1834,9188
fumarate/maleate*,0.2104,643,0.144,8804,0.2906,1474,0.1728,9833
alpha-ketoisovalerate,0.3311,280,0.1888,6572,0.239,2299,0.1461,10748
HILIC-neg_Cluster_0063,,,0.4456,102,,,0.4214,292
caproic acid,0.5088,30,0.4003,208,0.3819,335,0.3232,1831
Amino acids, peptides, and analogues,,,0.2309,3425,,,0.2622,4096
valine,0.1811,662,0.1286,8982,0.2065,2558,0.1626,10307
Amino acids, peptides, and analogues,,,0.2612,2039,,,0.3153,2056
Amino acids, peptides, and analogues,,,0.1903,6454,,,0.2609,4153
succite,0.3365,252,0.1922,6278,0.2726,1781,0.2856,3084
hydroxyisovaleric acid,0.4723,49,0.2816,1456,0.364,443,0.238,5442
Organic carbonic acids and derivatives,,,0.2086,4981,,,0.3837,544
Benzene and substituted derivatives,,,0.159,8430,,,0.2335,5717
threonine,0.1576,667,0.1214,9011,0.2225,2456,0.1678,10108
Hydroxy acids and derivatives,,,0.2671,1852,,,0.1696,10013
Monosaccharides,,,0.2212,4045,,,0.3171,2002
Fatty alcohols,,,0.2285,3566,,,0.2435,5125
Benzoic acids and derivatives,,,0.2398,2904,,,0.2262,6201
Benzoic acids and derivatives,,,0.214,4557,,,0.2276,6114
4-hydroxybenzaldehyde,0.2994,401,0.1701,7881,0.3382,755,0.2069,7521
Benzaldehydes,,,0.1163,9022,,,0.1058,10960
Phenols,,,0.2241,3835,,,0.2948,2749
nicotinate,0.3538,200,0.1897,6502,0.4673,98,0.3091,2239
Benzyl alcohols,,,0.2358,3123,,,0.3182,1968
4-methylcatechol,0.352,208,0.2157,4427,0.4278,173,0.3103,2193
taurine,0.463,57,0.3403,559,0.4223,192,0.2999,2561
HILIC-neg_Cluster_0086,,,0.2891,1288,,,0.182,9289
thymine,0.2853,461,0.1605,8369,0.2306,2381,0.1402,10832
Pyrroles,,,0.1889,6555,,,0.1993,8040
Fatty acid esters,,,0.4902,57,,,0.3607,880
HILIC-neg_Cluster_0090,,,0.1733,7699,,,0.2635,4037
Azolidines,,,0.1592,8420,,,0.1611,10379
Alpha amino acids and derivatives,,,0.1614,8342,,,0.1498,10694
Alpha amino acids and derivatives,,,0.2666,1868,,,0.1659,10189
Azolidines,,,0.2393,2931,,,0.3678,719
Alpha-hydrogen aldehydes,,,0.2021,5454,,,0.1822,9271
Alpha-hydrogen aldehydes,,,0.1369,8931,,,0.2713,3693
HILIC-neg_Cluster_0097,,,0.2437,2731,,,0.2801,3333
HILIC-neg_Cluster_0098,,,0.2128,4653,,,0.3986,415
HILIC-neg_Cluster_0099,,,0.1624,8303,,,0.2097,7340
Keto acids and derivatives,,,0.2395,2920,,,0.2204,6574
Gamma butyrolactones,,,0.1472,8745,,,0.1321,10885
Fatty acid esters,,,0.2942,1181,,,0.2661,3918
acetylalanine,0.3387,243,0.1544,8574,0.4858,78,0.268,3836
Proline and derivatives,,,0.2016,5497,,,0.2157,6897
leucine,0.171,665,0.1275,8994,0.1942,2574,0.1485,10717
Dicarboxylic acids and derivatives,,,0.2605,2064,,,0.2314,5850
Keto acids and derivatives,,,0.2048,5243,,,0.1729,9828
Keto acids and derivatives,,,0.2777,1544,,,0.2579,4318
Dicarboxylic acids and derivatives,,,0.2103,4843,,,0.1704,9961
Dicarboxylic acids and derivatives,,,0.1773,7453,,,0.1447,10772
Keto acids and derivatives,,,0.1807,7183,,,0.2767,3471
asparagine,0.2251,628,0.1453,8790,0.2517,2126,0.1983,8117
2-hydroxy-3-methylpentanoic acid /  leucinic acid,0.2815,481,0.2008,5577,0.4159,215,0.2905,2900
Hydroxy acids and derivatives,,,0.3657,374,,,0.3224,1857
Amino acids, peptides, and analogues,,,0.1775,7439,,,0.2604,4179
Alpha amino acids,,,0.1518,8639,,,0.1428,10792
aspartate,0.1779,663,0.1262,8998,0.2148,2515,0.1669,10156
malate,0.2176,639,0.1389,8903,0.2616,1990,0.1686,10061
Fatty acids and conjugates,,,0.2539,2292,,,0.2499,4746
adenine,0.3527,204,0.2773,1551,0.3911,300,0.2859,3075
HILIC-neg_Cluster_0121,,,0.1382,8914,,,0.1744,9748
erythronic acid,0.507,31,0.3848,278,0.5665,26,0.4816,123
hypoxanthine,0.3765,149,0.2308,3434,0.4059,247,0.2171,6792
Benzyloxycarbonyls,,,0.2728,1664,,,0.2381,5429
phenylacetate,0.2925,438,0.1427,8843,0.4131,226,0.2618,4122
Pyridines and derivatives,,,0.1482,8723,,,0.1574,10498
Benzoic acids and derivatives,,,0.1546,8572,,,0.3821,565
Benzaldehydes,,,0.1808,7177,,,0.1794,9468
salicylate,0.3118,342,0.2423,2793,0.2485,2166,0.1684,10073
Imidazoles,,,0.2347,3176,,,0.2094,7362
Azoles,,,0.1506,8665,,,0.2049,7643
Phenol ethers,,,0.1987,5750,,,0.3095,2215
4-nitrophenol,0.3913,126,0.2354,3140,0.2774,1705,0.1864,8968
Pyridines and derivatives,,,0.1507,8660,,,0.3036,2427
Pyrroles,,,0.2577,2146,,,0.1967,8243
HILIC-neg_Cluster_0136,,,0.2233,3901,,,0.1822,9272
HILIC-neg_Cluster_0137,,,0.2266,3689,,,0.1939,8433
Diazines,,,0.2203,4117,,,0.2461,4963
Azoles,,,0.1922,6279,,,0.2152,6933
Alpha amino acids,,,0.2863,1345,,,0.3073,2311
Organonitrogen compounds,,,0.3254,716,,,0.1857,9030
HILIC-neg_Cluster_0142,,,0.1751,7594,,,0.166,10182
HILIC-neg_Cluster_0143,,,0.2172,4324,,,0.2138,7050
HILIC-neg_Cluster_0144,,,0.2315,3390,,,0.2843,3136
HILIC-neg_Cluster_0145,,,0.1708,7832,,,0.1518,10650
HILIC-neg_Cluster_0146,,,0.2273,3646,,,0.3543,1031
Hydroxy acids and derivatives,,,0.2115,4741,,,0.2448,5043
HILIC-neg_Cluster_0148,,,0.2394,2927,,,0.3266,1751
Azolidines,,,0.2557,2211,,,0.2502,4729
N-acyl-alpha amino acids,,,0.2426,2774,,,0.235,5630
HILIC-neg_Cluster_0151,,,0.2825,1439,,,0.4277,267
HILIC-neg_Cluster_0152,,,0.1798,7261,,,0.2026,7805
Fatty acid esters,,,0.2016,5498,,,0.2565,4398
Proline and derivatives,,,0.4471,99,,,0.3825,561
Gamma-keto acids and derivatives,,,0.1759,7540,,,0.3171,2003
caprylic acid,0.3037,379,0.2594,2092,0.2818,1614,0.2544,4516
Keto acids and derivatives,,,0.1842,6942,,,0.2081,7452
Indoles,,,0.1708,7834,,,0.1925,8525
alpha-ketoglutarate,0.2042,648,0.1299,8977,0.2435,2230,0.1292,10900
Gamma-keto acids and derivatives,,,0.1919,6304,,,0.2402,5297
2-methylglutaric acid,0.5181,24,0.3631,389,0.5197,48,0.3088,2247
glutamine,0.2298,625,0.1429,8835,0.2253,2438,0.1422,10802
L-alpha-amino acids,,,0.1906,6427,,,0.2155,6917
Amino acids, peptides, and analogues,,,0.1694,7918,,,0.2139,7041
Glutamic acid and derivatives,,,0.1803,7222,,,0.343,1330
glutamate,0.2183,636,0.163,8281,0.204,2568,0.156,10546
Oxazinanes,,,0.232,3352,,,0.2085,7428
Hydroxy fatty acids,,,0.2375,3026,,,0.2199,6603
2-hydroxyglutarate,0.3067,366,0.2777,1541,0.3037,1257,0.2086,7420
Hydroxy fatty acids,,,0.2915,1228,,,0.173,9824
Cinnamaldehydes,,,0.1481,8727,,,0.1394,10845
Carboxylic acids,,,0.2307,3447,,,0.2218,6469
methionine,0.1923,656,0.1247,9003,0.2217,2462,0.1488,10712
tartarate,0.2828,471,0.1684,7995,0.3177,993,0.2048,7657
Thia fatty acids,,,0.2104,4829,,,0.2153,6930
xylose,0.3122,340,0.1795,7285,0.2713,1802,0.1571,10510
Pentoses,,,0.233,3283,,,0.1827,9241
Pentoses,,,0.2083,5006,,,0.1979,8141
Pentoses,,,0.2272,3651,,,0.2802,3327
Pentoses,,,0.2005,5606,,,0.2826,3207
hydrocinnamic acid,0.7149,3,0.3973,220,0.7056,2,0.4789,131
guanine,0.3772,147,0.2145,4512,0.4987,69,0.3406,1372
Imidazopyrimidines,,,0.2201,4132,,,0.2756,3503
1-hydroxy-2-unsubstituted benzenoids,,,0.1866,6742,,,0.1868,8937
1-hydroxy-2-unsubstituted benzenoids,,,0.2597,2084,,,0.2658,3932
Aminobenzoic acids,,,0.1816,7124,,,0.2563,4409
xanthine,0.3021,387,0.2152,4463,0.2789,1671,0.1653,10213
Phenols,,,0.2033,5356,,,0.235,5631
Phenol esters,,,0.2218,4012,,,0.2366,5530
Phenol esters,,,0.1928,6234,,,0.1803,9406
Phenol esters,,,0.1996,5671,,,0.2481,4845
ribitol,0.303,383,0.2027,5396,0.4142,221,0.2906,2897
Hydroxybenzoic acid derivatives,,,0.1792,7302,,,0.1779,9561
Phenols,,,0.1837,6977,,,0.1714,9913
Hydroxybenzoic acid derivatives,,,0.1705,7846,,,0.2211,6523
Hydroxybenzoic acid derivatives,,,0.2332,3278,,,0.1778,9569
N-acetyl-2-arylethylamines,,,0.3446,517,,,0.2974,2667
HILIC-neg_Cluster_0198,,,0.2929,1208,,,0.3065,2335
dihydroxybenzoic acid,0.2407,613,0.1421,8854,0.4226,190,0.3363,1489
Imidazoles,,,0.2441,2706,,,0.1807,9376
histidine,0.3922,122,0.2284,3575,0.4423,144,0.2604,4185
HILIC-neg_Cluster_0202,,,0.1998,5658,,,0.1763,9658
orotate,0.249,597,0.163,8282,0.3549,596,0.1861,8998
imidazolelactate,0.3979,110,0.2279,3616,0.3039,1253,0.2935,2795
HILIC-neg_Cluster_0205,,,0.1924,6265,,,0.4144,331
Azolidines,,,0.1765,7502,,,0.2525,4621
Azolidines,,,0.3009,1067,,,0.2754,3519
HILIC-neg_Cluster_0208,,,0.1554,8553,,,0.165,10225
Furanones,,,0.2141,4548,,,0.2736,3605
Medium-chain keto acids and derivatives,,,0.2077,5031,,,0.2378,5453
Furanones,,,0.2336,3254,,,0.3058,2362
Lactones,,,0.1479,8733,,,0.1652,10216
Keto acids and derivatives,,,0.3854,274,,,0.4063,369
Fatty acid esters,,,0.3672,364,,,0.2518,4649
Alpha amino acids,,,0.1896,6507,,,0.1692,10034
Alpha amino acids,,,0.2649,1919,,,0.2507,4705
Hydroxy fatty acids,,,0.1962,5963,,,0.2464,4947
Hydroxy fatty acids,,,0.2191,4202,,,0.1661,10179
Medium-chain fatty acids,,,0.3627,392,,,0.3268,1746
3-methyladipate-pimelate,0.5814,9,0.4521,93,0.6501,7,0.4866,113
Fatty acid methyl esters,,,0.1942,6137,,,0.1904,8670
Amino acids, peptides, and analogues,,,0.1789,7331,,,0.1924,8537
Alanine and derivatives,,,0.23,3490,,,0.2181,6720
Hydroxy fatty acids,,,0.3027,1032,,,0.2239,6336
Medium-chain fatty acids,,,0.3501,473,,,0.1887,8783
Medium-chain fatty acids,,,0.2639,1942,,,0.1951,8359
Medium-chain fatty acids,,,0.2897,1275,,,0.2673,3861
Hydroxy fatty acids,,,0.1687,7970,,,0.2111,7227
Hydroxy fatty acids,,,0.2528,2348,,,0.2095,7356
levoglucosan,0.3398,237,0.2466,2592,0.3222,939,0.2126,7123
Carboxylic acids,,,0.2065,5119,,,0.2185,6695
acesulfame,0.3308,282,0.2259,3719,0.2874,1533,0.2997,2576
HILIC-neg_Cluster_0233,,,0.1509,8656,,,0.1635,10278
Indoles and derivatives,,,0.2094,4926,,,0.2498,4753
HILIC-neg_Cluster_0235,,,0.2313,3399,,,0.2236,6356
Hydroxycinnamic acids and derivatives,,,0.1759,7541,,,0.2561,4421
fucose,0.4984,34,0.3427,534,0.3569,556,0.2626,4082
Fatty alcohols,,,0.18,7246,,,0.2291,6006
Fatty alcohols,,,0.1971,5883,,,0.2523,4631
Fatty alcohols,,,0.3659,372,,,0.2239,6337
Imidazopyrimidines,,,0.1752,7591,,,0.1444,10774
phenylalanine,0.1902,657,0.1317,8971,0.2078,2550,0.157,10512
Phenylalanine and derivatives,,,0.2577,2147,,,0.1891,8755
HILIC-neg_Cluster_0244,,,0.2318,3368,,,0.1877,8858
HILIC-neg_Cluster_0245,,,0.1237,9006,,,0.1046,10961
Imidazopyrimidines,,,0.231,3419,,,0.1989,8064
L-phenyllactic acid,0.2872,457,0.2079,5022,0.344,702,0.2827,3201
Phenol ethers,,,0.148,8731,,,0.1984,8106
Pyridines and derivatives,,,0.1168,9020,,,0.118,10937
Pyridines and derivatives,,,0.1781,7394,,,0.1684,10074
Alpha amino acids,,,0.2897,1276,,,0.2001,7980
