ID,Id-Mets-Score,Id-Mets-Rank,All-Mets-Score,All-Mets-Rank
6.3.1.12: D-aspartate ligase,0.3054,1227,0.3127,2128
6.3.1.13: ligase,0.2863,1552,0.3082,2279
6.3.1.14: Diphthine--ammonia ligase,0.3511,642,0.3618,859
6.3.1.2: Glutamate--ammonia ligase,0.2176,2490,0.224,6329
6.3.1.5: NAD(+) synthase,0.2451,2210,0.2254,6245
6.3.1.8: Glutathionylspermidine synthase,0.3957,283,0.4145,329
6.3.2.1: Pantoate--beta-alanine ligase (AMP-forming),0.2851,1572,0.3317,1606
6.3.2.10: UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.2261,2428,0.2908,2881
6.3.2.12: Dihydrofolate synthase,0.2855,1564,0.2916,2853
6.3.2.13: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase,0.3136,1047,0.3574,964
6.3.2.14: Enterobactin synthase,0.2296,2395,0.3647,765
6.3.2.17: Tetrahydrofolate synthase,0.2779,1700,0.2805,3317
6.3.2.2: Glutamate--cysteine ligase,0.3304,851,0.3522,1139
6.3.2.25: Tubulin--tyrosine ligase,0.358,506,0.3595,919
6.3.2.29: Cyanophycin synthase (L-aspartate-adding),0.4047,253,0.3562,989
6.3.2.3: Glutathione synthase,0.3071,1192,0.386,520
6.3.2.38: N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase,0.2914,1461,0.2253,6251
6.3.2.39: Aerobactin synthase,0.2913,1462,0.2319,5820
6.3.2.4: D-alanine--D-alanine ligase,0.2046,2565,0.2561,4424
6.3.2.45: diaminoheptanedioate ligase,0.2641,1944,0.3578,951
6.3.2.5: Phosphopantothenate--cysteine ligase,0.2816,1617,0.2419,5210
6.3.2.6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.265,1927,0.3142,2087
6.3.2.7: UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,0.3751,359,0.2822,3226
6.3.2.8: UDP-N-acetylmuramate--L-alanine ligase,0.2308,2378,0.3123,2141
6.3.2.9: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,0.2197,2474,0.2788,3374
6.3.2.n2: Pup--protein ligase,0.28,1646,0.2371,5496
6.3.3.1: Phosphoribosylformylglycinamidine cyclo-ligase,0.2152,2512,0.2324,5783
6.3.3.2: 5-formyltetrahydrofolate cyclo-ligase,0.2644,1941,0.3177,1978
6.3.3.3: Dethiobiotin synthase,0.2871,1536,0.3077,2292
6.3.4.13: Phosphoribosylamine--glycine ligase,0.2855,1565,0.3316,1611
6.3.4.14: Biotin carboxylase,0.2833,1589,0.2619,4118
6.3.4.15: Biotin--[acetyl-CoA-carboxylase] ligase,0.2479,2178,0.2003,7966
6.3.4.18: 5-(carboxyamino)imidazole ribonucleotide synthase,0.3189,977,0.2402,5295
6.3.4.19: tRNA(Ile)-lysidine synthetase,0.2465,2200,0.275,3532
6.3.4.2: CTP synthase (glutamine hydrolyzing),0.2175,2491,0.2738,3594
6.3.4.20: 7-cyano-7-deazaguanine synthase,0.2122,2529,0.2315,5844
6.3.4.21: Nicotinate phosphoribosyltransferase,0.2131,2523,0.2337,5706
6.3.4.22: tRNA(Ile)(2)-agmatinylcytidine synthase,0.3639,444,0.3232,1833
6.3.4.23: Formate--phosphoribosylaminoimidazolecarboxamide ligase,0.3646,437,0.3282,1711
6.3.4.3: Formate--tetrahydrofolate ligase,0.2391,2296,0.326,1766
6.3.4.4: Adenylosuccinate synthase,0.2225,2455,0.3108,2180
6.3.4.5: Argininosuccinate synthase,0.2414,2257,0.2742,3570
6.3.4.6: Urea carboxylase,0.487,77,0.5266,51
6.3.5.1: NAD(+) synthase (glutamine-hydrolyzing),0.4563,121,0.4591,175
6.3.5.10: Adenosylcobyric acid synthase (glutamine-hydrolyzing),0.2812,1623,0.2271,6138
6.3.5.11: Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing),0.289,1508,0.264,4012
6.3.5.2: GMP synthase (glutamine-hydrolyzing),0.2167,2499,0.2764,3479
6.3.5.3: Phosphoribosylformylglycinamidine synthase,0.3202,959,0.3426,1336
6.3.5.4: Asparagine synthase (glutamine-hydrolyzing),0.3045,1246,0.3177,1979
6.3.5.5: Carbamoyl-phosphate synthase (glutamine-hydrolyzing),0.2531,2109,0.3342,1545
6.3.5.6: Asparaginyl-tRNA synthase (glutamine-hydrolyzing),0.4933,74,0.5571,32
6.3.5.7: Glutaminyl-tRNA synthase (glutamine-hydrolyzing),0.2275,2420,0.2807,3309
6.3.5.8: Transferred entry: 2.6.1.85,0.4486,132,0.3643,775
6.3.5.9: Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing),0.5279,42,0.5451,37
6.4.1.1: Pyruvate carboxylase,0.2869,1541,0.2513,4667
6.4.1.2: Acetyl-CoA carboxylase,0.3308,846,0.3395,1404
6.4.1.3: Propionyl-CoA carboxylase,0.4759,87,0.5429,41
6.5.1.1: DNA ligase (ATP),0.3402,736,0.414,332
6.5.1.2: DNA ligase (NAD(+)),0.2478,2180,0.2322,5790
6.5.1.3: RNA ligase (ATP),0.2703,1816,0.2593,4234
6.5.1.4: RNA 3'-terminal-phosphate cyclase (ATP),0.2326,2364,0.3075,2303
6.6.1.1: Magnesium chelatase,0.2241,2445,0.2028,7788
6.6.1.2: Cobaltochelatase,0.4266,179,0.3656,755
1.1.1.339: dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+)),0.2793,1660,0.2697,3759
1.6.4.5: Transferred entry: 1.8.1.9,0.3142,1040,0.2549,4496
2.4.1.49: Cellodextrin phosphorylase,0.1836,2578,0.1399,10836
3.2.1.46: Galactosylceramidase,0.2356,2326,0.1873,8892
3.2.2.15: DNA-deoxyinosine glycosylase,0.2655,1920,0.2204,6572
3.4.23.48: Plasminogen activator Pla,0.2356,2327,0.1873,8893
4.2.2.21: Chondroitin-sulfate-ABC exolyase,0.3456,683,0.2549,4493
5.4.99.60: Cobalt-precorrin-8 methylmutase,0.2712,1803,0.2232,6373
6.4.1.4: Methylcrotonoyl-CoA carboxylase,0.3052,1232,0.2588,4268
